school,professor,course,comment
University of Ottawa,Jon Houseman,BIO1130,Never had a prof so generous with marks like houseman i mean theres profs that give you a big bump up one time in your life but houseman every midterm and the final. dont speak up in class tho as he'll embarrass you lool but other then that i thought the course was really easyyy just memorizeee the podcasts!
University of Ottawa,Jon Houseman,BIO1130,"His lectures are very informative and he is very good at keeping the students attention for the 80 minutes he has. His marking scheme is very tough. Make sure you do the cross word puzzles, usually those are on the exams. Study off of the lecture slides and only study the key words found in the lecture slides. He's pretty hilarious sometimes."
University of Ottawa,Jon Houseman,BIO1130,"cherish this prof while you can. While there is a ton of material and you will find yourself crying before the midterms and exam, he provides you with all the resources you need and his midterms are not a surprise if you studied hard for them, you'll miss him once you get to second semester biology lol."
University of Ottawa,Jon Houseman,BIO1130,"Lectures are v organized, online blurbs reinforce concepts, txtbook readings give you extra examples and the crosswords basically hand you 20 free marks when it comes to midterms/final. First midterm is tricky bc you might not understand his grading till you see what you did wrong. PODCASTS. Didnt go to any lectures after reading week, & did fine."
University of Ottawa,Jon Houseman,BIO1130,"Everyone will tell you to be afraid of him, but don't listen. He has clear, funny, engaging lectures and provides you with a ton of resources for studying. He will do his best to help you succeed, but he's not going to hand it to you on a silver platter. Go to class and do the crosswords and you will do just fine."
University of Ottawa,Jon Houseman,BIO1130,"The key to doing well in this class is studying material from a variety of sources: his lectures/rewatching podcasts, the crosswords, the blurbs on his website, and the textbook. It's a lot of work, but manageable if you start early. Labs and quizzes are mark boosters. The prof is a good lecturer and is very knowledgable, but can be condescending."
University of Ottawa,Jon Houseman,BIO1130,Very entertaining and was always looking forward to the next joke he was going to say. I always went to class and would have to re-watch the podcasts for every class because there is so much material and so much said that you dont have enough time to write or type it all down. DO THE CROSSWORDS. Word for word fill in the blanks are on the tests.
University of Ottawa,Jon Houseman,BIO1130,Worst experience of my life. There is so much material packed into one course and learning 750 keyword definions for the final was an impossible task even though. I started studying the moment we got the materials but no matter how much I studied it was just a lot. Avoid at all costs or you're in for the most stressful 4 months of your life.
University of Ottawa,Jon Houseman,BIO1130,"Good class!  Very well organized!  Prof gives you all the material you need to succeed, just takes time to make use of it all.  Do the crosswords, they show up as the fill in the blank questions on the midterms and finals!  Stay on top of material all along, don't leave it till the last day. Only take this class if you have to, not a good elective!"
University of Ottawa,Jon Houseman,BIO1130,"It was a really tough class, a lot of content and the midterms and exam were difficult. He is a great lecturer though, very dynamic. The whole class is very well organized, use the resources available to you. There are podcasts but they don't replace going to class."
University of Ottawa,Jon Houseman,BIO1130,He's a good talker. Lectures are fun to attend. He gives you a lot of material to prepare you for his exams. Make sure you watch the podcasts 2-3 times before every exam and make notes. Attend the class; things stick more easily that way. Do only the keywords you think you have no idea about.  His midterms were hard but the final was okayish
University of Ottawa,Jon Houseman,BIO1130,"OKayyyy we might as well get settled in and get started. Fair class. Put in the work, get the grade you want."
University of Ottawa,Jon Houseman,BIO1130,"Amazing prof! His lectures are super interesting and he teaches the material really well. His exams are a bit tough, but as long as you understand the material (and go to class) they shouldn't be bad! Make sure to use the resources he provides on his website, they're super helpful."
University of Ottawa,Jon Houseman,BIO1130,"You definitely have to put in effort for this class. There are A LOT of concepts and keywords to memorize and understand. Doing the crosswords is a must, and always study as soon as you can because things will accumulate very quickly. He is a pretty good prof, but his marking scheme can be very annoying. However, it is possible to do well."
University of Ottawa,Jon Houseman,BIO1130,"I think the problem with this course is it was not interesting for me personally. The first two midterms, the concepts were more likable (personally), but once we got into zoology, yeah no. Do the keywords, watch podcasts, DO CROSSWORDS. Good lecturer, boring class and he is condescending so that doesn't help. Best of luck!"
University of Ottawa,Jon Houseman,BIO1130,"Not as bad as people say he is. Don't ask questions if he already said it. Entertaining classes. Great lecturer. Watch the podcasts, don't rely on them. Keywords are helpful, there are 3 points for each keyword on the exams. Do and memorize the crosswords, they are used in the fill in the blank on the exams. Textbook is not very useful but can be."
University of Ottawa,Jon Houseman,BIO1130,"Anything he mentions in class is fair game for midterms/finals. Is intimidating and gets annoyed easily when you ask questions, so I'd suggest referring to the text first if you can. GREAT lecturer though; very easy to understand. For keywords, focus on the crosswords and words related to those; don't just memorize each keyword individually."
University of Ottawa,Jon Houseman,BIO1130,"Must go to class omg do not depend on the podcast. I relied on him posting it online, and I cried for the whole 16 hours I spent before the final exam watching all the lectures I missed. Just go to class and do the crossword."
University of Ottawa,Jon Houseman,BIO1130,Dr Houseman's lectures were long but they could be interesting if you stay focused. Take notes for every single sentence he says in his lectures since his exams are basely mainly on what he talks about in class and the keywords/crosswords. Don't waste your money on the textbooks; you can get an A+ without them as long as you attend the lectures.
University of Ottawa,Jon Houseman,BIO1130,"Dr. Houseman is a great lecturer, but is so cynical. Don't ask him a question in class or he'll make fun of you. He's a hard prof and is so picky when it comes to writing answers, but if you have to take him then make sure you have time to study for his class and prioritize it. If you can take this class in French then do so."
University of Ottawa,Jon Houseman,BIO1130,Let's settle in and start this review. Houseman is a great lecturer; his class is always interesting to listen to (unless it's the 3 hours on plants). The tests are difficult as there are many keywords to learn and only a few are really tested on in full. The labs for the class are great and they help your average. Best of luck!
University of Ottawa,Jon Houseman,BIO1130,"You will learn a lot in this class. Do the crosswords (memorize them), do readings if you need  to solidify a concept, look @ old exams b/c he often repeats his mc. Keywords are the stupidest things but you must do them, just to be sure you know them all. He'll give you HUNDREDS for one exam and only test you on like, 5. LOL. Pretty funny though"
University of Ottawa,Jon Houseman,BIO1130,"Bad power points, often unclear, a total ass when people ask questions, likes making questions about seemingly minor concepts. Pretty impossible to do well but if you want to try - do readings before class, do the keywords, rewatch podcasts, start studying ages before the exam. Messed up marking scheme, hard exams-@ least he bell curves. AVOID!!!!"
University of Ottawa,Jon Houseman,BIO1130,"Awful,  no matter how long you study for get ready to fail. Tests are based on the most unrelevant keywords. Lecture notes are very unclear, his powerpoint are pictures and you have to do your own research. There are a million key words that he expects you to do. Never want to have another course with him."
University of Ottawa,Jon Houseman,BIO1130,"Lots of material was covered. Found that memorization was valued over understanding (though he says otherwise). Make sure you do the crosswords! At least 20 pts of each test are drawn from them,  word for word."
University of Ottawa,Jon Houseman,BIO1130,"Memorize his crosswords, they're given marks. Don't expect to get any marks for definitions or long answer questions unless you used the exact words he was looking for. Don't ask questions or answer questions in class, he's a good lecturer but he's mean and will put you down. He thinks he's above everyone..."
University of Ottawa,Jon Houseman,BIO1130,"Keys to A+: 1. Completely dissect his podcasts and take notes on EVERY detail 2. Memorize those notes 3. Do crosswords (free marks!) 4. Look at keywords to make sure you know them all, but DO NOT waste time writing notes for them. Everyone studies differently, but there's a very specific way to succeed w/ Houseman and this is what worked for me."
University of Ottawa,Jon Houseman,BIO1130,"I found Jon Houseman to be a great lecturer. His course covers a lot of material, but he conveys it well and is a very captivating speaker. I found the lectures very interesting. The exams are tough though. There is always a couple curveballs on them. Also, don't buy his book Digital Diversity. Waste of money, never opened it once. "
University of Ottawa,Jon Houseman,BIO1130,"Dr. Houseman provides excellent tools to ensure that you can learn the material. Lectures are recorded online, and he gives crosswords and summaries as well as textbook readings. The amount of material is huge but if you put enough work in, it's doable. Houseman can often be condescending, but the course is mandatory."
University of Ottawa,Jon Houseman,BIO1130,"Good prof. Has really good lectures and he knows his material really well. His marking scheme is tough and you need to work hard, but you learn a lot."
University of Ottawa,Jon Houseman,BIO1130,"Honestly if you want to do good in his class, watch the podcasts and take detailed notes as if you are writing a script. Memorize these notes. Also do the cross words!! You can pass the midterms by just doing the crosswords alone. Find as much previous midterms as you can and do those questions, since he reuses them  "
University of Ottawa,Jon Houseman,BIO1130,Good lecturer. You must study off of what he says in class so take really good notes. Terrible human. Not approachable and very impersonal. 
University of Ottawa,Jon Houseman,BIO1130,"Honestly the hardest cause I've taken in university, he gives an unbelievable amount of key words which are not of any use as the exam questions are centred around very specific details which only had one slide and maybe 1 minute of lecture time on. Good luck."
University of Ottawa,Jon Houseman,BIO1130,"He's my favourite prof in my first semester of university. He's a great lecturer, but incredibly hard marker. Be ready to study and memorize. He's not the greatest person, personality-wise, and he is sometimes pretty rude. However, he's really funny, and he does care a tiny bit about your success. Do the keywords and the crosswords. DO THEM."
University of Ottawa,Jon Houseman,BIO1130,Gotta study
University of Ottawa,Jon Houseman,BIO1130,He's a great lecturer and he knows his stuff. But the class is very difficult for a first year class. Don't take it as an elective for the love of all that is good. Do the crosswords and try to understand all the key terms if you want to do well.
University of Ottawa,Jon Houseman,BIO1130,"Worst teacher I've ever had. This is coming from a guy with straight As. That terrible excuse of a prof got me my first B.  ALSO, digidiv is WASTE OF MONEY. DO NOT BUY IT!"
University of Ottawa,Jon Houseman,BIO1130,"It's not that he's tough, it's more that there's a lot of material to cover. You NEED to keep up with and review everything in a timely fashion. The little details matter. Making study groups will definitely help for his class.  Also: he makes crosswords. THESE ARE ESSENTIALLY FREE POINTS ON TESTS. Make sure you do them for practice. "
University of Ottawa,Jon Houseman,BIO1130,"Treat the details of the course content like you would when reading a novel, it's much easier that way to retain information and to really understand keywords. If you can't make a lecture, podcasts are super helpful. They can be slowed down to half speed to REEEALLY understand some of the tougher concepts! Prof can be harsh, take notes VERBATIM. "
University of Ottawa,Jon Houseman,BIO1130,Take detailed notes (word per word) on what he says in class. His marking scheme is pretty tough. Be ready to memorize. I didn't make a keywords  list but rather studied the material like a story. good lecturer though! 
University of Ottawa,Jon Houseman,BIO1130,"I think that his terrible personality is what I disliked most about him. He is cold, sarcastic, and has humiliated people in front of the class before if they did not use the quieter door to enter the lecture hall (especially if late to class in doing so). The 2 midterms and exam were not as difficult as they were vague in the questions they asked."
University of Ottawa,Jon Houseman,BIO1130,He integrates student comments and short videos to make lectures more interesting. He's a good lecturer but a brutal marker. He will call you out on your stupidity if you answer a question stupidly and the only person that enjoys the course content is Houseman himself. He makes you buy Digidiv which is an online site for 2nd half and it's trash.
University of Ottawa,Jon Houseman,BIO1130,At least he bell curves.
University of Ottawa,Jon Houseman,BIO1130,"I loved Houseman's class! Lots of people complain about his marking, which, granted is tough, but I found it to be quite fair. Really funny guy, made lectures interesting with jokes and funny videos. I never touched the textbook or keywords, just did his crosswords and reviewed my notes, and came out with a decent grade. 1010 would take again. "
University of Ottawa,Jon Houseman,BIO1130,"Definitely not an easy professor; his midterms definitely require practice, you should definitely go to the lectures, and read the textbook. However, he has a lot of resources to give you the practice he needs, the lectures are interesting, and are also recorded. So even though it's not easy, it is fun. "
University of Ottawa,Jon Houseman,BIO1130,"Dr. Houseman knows his stuff (passionate about bio.).  Must watch podcasts at least twice before exams.  SPLIT keywords with a friend.  DO the crosswords.  Read his online extra resources.  Takes notes in class wt a laptop. Marking scheme is totally unfair and tough.  If that's a deal breaker for you, take equivalent of class in french if you can"
University of Ottawa,Jon Houseman,BIO1130,"Everyone complains about Jon Houseman but he is really not that bad once you get used to his teaching style. He puts up podcasts of the lectures which are helpful. Re-watch them and make notes on everything he says beside the slide and you're sure to ace the class. Also, do the keywords! Pretty good lecturer. Be sure to work hard!"
University of Ottawa,Jon Houseman,BIO1130,I have a lovehate thing with this prof. His exams are marked very harshly but if you study properly you should do well! Mutiple choice questions are from old exams and the crosswords. Fill in the blanks are all in the crosswords. Short answer questions are the keywords. Long answer questions are the hardest; incorporate keywords and be exact. 
University of Ottawa,Jon Houseman,BIO1130,"At the time I took this class I thought he was a brutal prof, but looking back now I know that if I had actually put in a little more effort, this class was an easy A. His tests were basically regurgitating his notes, there were no  ""trivial"" or think hard questions.  So if you want to do well, do the crosswords, listen to podcasts, and memorize!"
University of Ottawa,Jon Houseman,BIO1130,His lectures were very boring and his exams were impossible. Over 200 students were failing his class and that just goes to show how horrible of a teacher he is. Would definitely not recommend.
University of Ottawa,Jon Houseman,BIO1130,"This dude is a terrible professor. If you ask for feedback he will just make you do the crosswords to learn terms, even if that wasn't your problem. Do everything you can to avoid him."
University of Ottawa,Jon Houseman,BIO1130,"A clear cut memorization class. His tests are all from his classes or readings he specifically said to read. If you put off studying until a few days before  count on a D or a C. All in all, he's not the worst prof I've ever had although it felt that way when I was in his class. Do the readings, re-watch the lectures, you'll be fine."
University of Ottawa,Jon Houseman,BIO1130,"After having two classes with him, the best advice I can give is to memorize everything. Use the keywords in your answers, go to classes, listen to podcasts or record lectures and listen to them again and read the book. Take very detailed notes and answer test questions exactly how he would answer it (based on the lectures). Did I mention memorize?"
University of Ottawa,Jon Houseman,BIO1130,he is only nice when he adds 10% to everyone's marks and u never know when he will do that. don't go to his office hours because he just spends his time telling you to go read the textbook or tell you to go figure it urself. Inconsistent in marking. Doesn't give marks on exams even though u wrote literally the same thing as his marking grid. 
University of Ottawa,Jon Houseman,BIO1130,"OMG rude rudre rude. not impossible to get a good grade unless you have 4 other classes, or not even. just work hard for it. he scarred me for life i don't want to do bio anymore. I'm taking bio1140 and scared to death thanks to him "
University of Ottawa,Jon Houseman,BIO1130,"Houseman is a very tough grader.  Unless you have houseman's brain OR happen to be a mind reader OR just-so-happen to study the questions he asks, you will do terribly on that section. Unfortunately for you, he is the only prof at uOttawa who teaches the course, so if you decide to go here, prepare to study like you've never studied before."
University of Ottawa,Jon Houseman,BIO1130,"Okay so here's the deal. The way he teaches it makes it an extremely tough first year class. The way that he goes over the notes in class makes it hard to connect the dots. And truth is unless you study specifically it is really hard to get above a B. It isn't impossible no, but with ambiguous study techniques you will need to put in A LOT of work."
University of Ottawa,Jon Houseman,BIO1130,"""Worst prof save yourself attend another university"" The same comment already exists in our records for this professor, so please enter new comment."
University of Ottawa,Jon Houseman,BIO1130,Worst prof take it at another university please save yourself!!!!
University of Ottawa,Jon Houseman,BIO1130,"Okay lets get settled in, get started. Houseman has a lot of rumours surrounding him but he is a good guy. It is crystal clear how hard his course is and he tells you in his course guide. A word of caution, key words are only part of the deal. You need to read and re-watch his lectures because otherwise you will suffer. Enough Said. "
University of Ottawa,Jon Houseman,BIO1130,"Is in love with himself and his own voice. Labs and homework are easy. Hard marker as he is very specific, and there is a large volume of material in the course to cover and it's not clear what and what not is important. It defaults to 'everything I say is important'.   Podcasts are the most useful. Passing the class is not too hard. "
University of Ottawa,Jon Houseman,BIO1130,"Houseman is an amazing lecturer, but his midterms and final are brutal. Do not focus on the keywords, but make sure you do the crosswords, it will help you on the fill-in-the-blank. Almost all of the answers to his assignments are online. Go over the podcasts and remember to work smart, not hard!"
University of Ottawa,Jon Houseman,BIO1130,"Brutal marker, unless you can read his mind you will get no marks on short answer, so to do well you need to get every multiple choice and fill in the blank correct. "
University of Ottawa,Jon Houseman,BIO1130,"Amazing lecturer! However, he is not very helpful outside class. Fill in the blanks are taken from his Crosswords. Keywords help with definitions but DON'T FOCUS ON IT; they're NOT everything. Focus instead on making sense of all the info given to you; organize them into your head like one big story; this will definitely help for long answers"
University of Ottawa,Jon Houseman,BIO1130,"Interesting class but he acts like a jerk when people ask questions and promotes himself too much. Incredibly tough marker, you have to get the precise words he wants or you get zero. Labs and assignments are easy but tests are tough. Wouldn't recommend."
University of Ottawa,Jon Houseman,BIO1130,Terrible marking scheme !!!!!!  He only looks for specific word and it doesn't not matter if you have explained it and wrote as much as you could to clear your point. He searches for that specific stupid word! 
University of Ottawa,Jon Houseman,BIO1130,"Yes, Houseman is a tough grader and his marking scheme is extremely specific BUT he is a phenomenal lecturer and will teach you 95% of what you need in class.  Tips to succeed: make notes primarily from the podcastslectures, do crosswords a couple times (free marks!), and only do the keywords that you don't know. "
University of Ottawa,Jon Houseman,BIO1130,I generally have a good memory and can memorize lots and I've heard that this class was all memorization. Houseman goes into so much detail on so many things and only tests us on a small portion of the material and expects us to remember it all. There were also over 400 key words on the final (which wasn't cumulative)
University of Ottawa,Jon Houseman,BIO1130,"He's not as bad as people claim. Yea he;s tough with his midterms and exams but if you really make good use of all the resources he gives you and actually put in the effort for the big work load, then a good mark is manageable! focusing on HIS explanations for key concepts worked best for me since he basically decides what the ""correct"" answer is. "
University of Ottawa,Jon Houseman,BIO1130,"Yes, what everyone says is true. Houseman is TOUGH. However, it's not as bad as people make it out to be. Split your keywords up with friends, do the crosswords, fill in your notes with the podcasts and you'll be fine. This class is a lot of work, and the final is definitely overwhelming so do well on your labs, midterms and assignments. "
University of Ottawa,Jon Houseman,BIO1130,he is a big no no but you have no choice because he is the only one who teaches this course. Most pickiest and toughest marker! Go to his lectures and listen to his prodcasts BUT google and yahoo answers helped me out way more than he did so don't depend on his ridiculous digital diversity and dont memorize the key words understand his lectures!!! 
University of Ottawa,Jon Houseman,BIO1130,"The material is really interesting, but his class made me dislike bio. I really liked biology in high school. He is rude and it seems like he is constantly trying to promote himself and how ""great"" he is. The tests are somewhat fair but he only accepts answers if they're worded EXACTLY how he'd word them. "
University of Ottawa,Jon Houseman,BIO1130,"In the past I've had teachers who I didn't learn a ton from during class, so I was ready. However, it seems like its really difficult to do that, since there aren't a ton of clear resources you can use. Considering how huge the textbook is, I was hoping it'd be more resourceful, and his book, 'digi div', which he just promotes like a new mix tape."
University of Ottawa,Jon Houseman,BIO1130,"I have never in my life felt like such a failure. He's very rude and don't try to ask him a question cuz he will make fun of you. Don't take this class unless you have to. Too much material try your best on labs and assignments. You have to basically speak ""his language"" or you fail, if you don't write exactly what he THINKS is right,then its wrong"
University of Ottawa,Jon Houseman,BIO1130,"First thing: this guy is an ass. He will cut you off midsentence to make fun of you. Next, he really knows what he is talking about. Good lectures. But that doesn't really matter, he is incredibly unclear as to what he wants you to know, and if on tests you have a right answer but not his, you get no points."
University of Ottawa,Jon Houseman,BIO1130,"Although the course seems alright at first, it becomes increasingly difficult. Midterms are primarily based of his online crossword puzzles rather than the lectures... HE is extremely difficult to understand in terms of language use. No direction, and a lot of information to know. Good luck to anyone who has to take this his course... "
University of Ottawa,Jon Houseman,BIO1130,Do well on  midterms and labs cause there is way too much information to study for the final which he does not even mention in his lectures. Don't take this class if  you are not required to
University of Ottawa,Jon Houseman,BIO1130,"Houseman is an ok lecturer who gives you the slideshows to annotate beforehand, the issue being that anything out of his mouth is considered testable, yet at least half of the exam content has never been touched in class. Need to work through the mountain of readings and keywords  crosswords to hope to pass this very information dense class."
University of Ottawa,Jon Houseman,BIO1130,"It's hard to study for this course because he dumbs everything down so much during the lecture, but expects so much on the tests. The marking scheme is ridiculously specific, and part marks are difficult to get. He's super sassy. "
University of Ottawa,Jon Houseman,BIO1130,"He is proud to show people that he is smarter then you. Doesnt give part mark, he want a perfect answer. Usually the highest range of grade is E and F. But, he like to take these two category out to do the class average, so it's not under 55%. wouldnt take that class if it wasn't needed."
University of Ottawa,Jon Houseman,BIO1130,"Dr. Houseman gives interesting lectures, although they feel long. He is well organized and gives decent feedback, even though he is a hard (but fair) marker. He really wants students to succeed and is interested in good teaching methods and suggests many different methods for studying including vocab lists with crosswords and interactive diagrams."
University of Ottawa,Jon Houseman,BIO1130,"The rumours are true! He is indeed a tough grader. If you do not like organismal bio, you won't be liking this course one bit. The labs help boast your grade, and he does bell curve the midterms. He gives lots of resources (if you have the time) to do well. He is funny during the lectures but a little intimidating outside of class."
University of Ottawa,Jon Houseman,BIO1130,"Might as well get settled in and get started on this review. Great lecturer. but very long as well. Main issue is with his tests. The questions themselves are very fair, but his marking scheme is too specific for an information based course. Even if the answer is correct, if it was not in his marking scheme, you won't get any marks for it."
University of Ottawa,Jon Houseman,BIO1130,"- Gives Great Lectures, be prepared to type notes.  - Midterms are challenging, multiple choice is pretty much eenie-meenie-miney-mo game - Don't bother asking him for help, he won't even look at you or cut you off mid-sentence to make fun of you - Grading is horrible, expect B.S points taken off - keywordscrosswords help - Not recommended "
University of Ottawa,Jon Houseman,BIO1130,"Like any first year class, you'll need to do a lot of adjusting. My advice, try to go to every lecture, go over each podcast a couple of times before the midterm and screw the keywords. Unless you plan on staying ontop of it the whole semester and splitting it up, just give up and memorize the crosswords. "
University of Ottawa,Jon Houseman,BIO1130,Tough class
University of Ottawa,Jon Houseman,BIO1130,Like any Science course you will have to work for a good grade but all tests and exams are fair despite the large amount if content. Not an extremely approachable professor but not bad to speak to one on one when you have a specific question.
University of Ottawa,Jon Houseman,BIO1130,"YOU WILL NOT PASS THIS COURSE IF ALL YOU DO IS GO TO CLASS AND READ THROUGH YOUR LECTURE NOTES. HOUSEMAN IS A HORRIBLE PROF. HIS MARKING SCHEMES ARE VERY SPECIFIC. VERBATIM IS NECESSARY TO SUCCEED ON TESTS. NO LEARNING TRULY HAPPENS IN HIS CLASS. GOOD LUCK IF YOU HAVE TO TAKE THIS CLASS, OTHERWISE, DO NOT TAKE IT FOR FUN BECAUSE YOU WILL REGRET IT."
University of Ottawa,Jon Houseman,BIO1130,"Houseman, without a doubt, is a great speaker; however, the content on the exams, and his marking schemes, are unfair. Exams are full of questions which have little to no relevance or importance to the topics he covers in class, and his marking scheme is so specific that you can't get an answer right unless it is verbatim to what he thinks is right"
University of Ottawa,Jon Houseman,BIO1130,worst prof so far
University of Ottawa,Jon Houseman,BIO1130,"This class is tough but really interesting. Show up ready to listen and take good notes. Houseman has a class website with great resources for you to use. He has set this class up to be challenging, but has made great effort to provide everything for you to succeed. You just need to take responsibility and put the work in. "
University of Ottawa,Jon Houseman,BIO1130,If you make it through the rest of university is easy.  
University of Ottawa,Jon Houseman,BIO1130,"Houseman is an amazing lecturer, you definitely will not fall asleep in his lectures. But he is a legendary hard marker, expect really low averages. He is nice enough to slightly bell curve midterm marks, but he really could care less whether you fail or pass his class. I definitely suggest re watching pod casts and memorizing what he says!"
University of Ottawa,Jon Houseman,BIO1130,"Great prof. Taking another of his courses for sure. Really funny guy, and gives a lot of chances to get a good grade. "
University of Ottawa,Jon Houseman,BIO1130,"Basically, houseman has great lectures and he's pretty helpful. The lectures are hilarious but cover almost nothing on the exam. So you MUSTS READ THE TEXTBOOKS. And also, A REAL MID-TERM KILLER!!!! He has tons of keywords, which you have to remember because they will definitely appear on the exams. Mid-terms feel like filling up a dictionary.  "
University of Ottawa,Jon Houseman,BIO1130,"Everyone keeps saying memorize the keywords... Don't! It's pretty easy to deduce which key words will be on the midterm based on how much he talks about certain things in class. If you try to memorize you will learn nothing. There are HUNDREDS of key words. Not worth it to try to memorize em all. DO the crosswords though, he reuses clues on tests!"
University of Ottawa,Jon Houseman,BIO1130,"'Okay, let's all get ourselves settled in and get started!' This is the line that will be imprinted into your brains after watching the podcasts. Overall, a really heavy workload, midterms are killer, but in all fairness, Dr. Houseman provides us with pretty much every and any resource we will need for this course on his website. Too many keywords!"
University of Ottawa,Jon Houseman,BIO1130,"TBH the podcasts do have their benefits, but they make u lazy to attend class and u end up watching them the night before the midterm absorb so much info. THe amount of material u need to know is RIDICULOUS! He is a very picky marker but everything on an exam has been covered. Expect to be a B or C student if u start studying 2 days before an exam."
University of Ottawa,Jon Houseman,BIO1130,"A lot of the time i would attend his lectures and something would sound not quite right, after further research it turns out he was over simplifying and giving incorrect info. This course is not for those who like to understand rather for those that just memorize everything and regurgitate. Hated this class despite interest in the topic."
University of Ottawa,Jon Houseman,BIO1130,A true intellectual. An amazing lecturer and educator. Other professors should attend his class to see what impeccable teaching looks like. His class is a lot of work but it's simple - work hard = you will be rewarded with a good grade. Very interesting course especially for a first year class. Dr. Houseman makes it's absolutely worthwhile.
University of Ottawa,Jon Houseman,BIO1130,"Houseman is a great lecturer. He gives lots of chances, especially with his fill in the blank that you can get the answers from his crossword. The exam is very difficult so try and do as best on the midterms as you can't. This is not the easiest course but he isn't a mean guy the course is just hard and people tend to not study."
University of Ottawa,Jon Houseman,BIO1130,"Awesome website! Sassy but I loved his quirky ways. He was quite funny and entertaining. Lots of material to cover, very interesting! Do the crosswords and reading on his website. Don't stress to much about the keywords, use them to test yourself."
University of Ottawa,Jon Houseman,BIO1130,BEST PROF EVER(BEING SARCASTIC)
University of Ottawa,Jon Houseman,BIO1130,"Do the key words and crosswords. Don't leave the keywords till the end = bad idea. Do the reading on his site they are helpful for exams. Do the past midterms, many m/c are repeated. Not a hard class to pass if u understand the material he discussed in lectures. Podcasts are very helpful to reviews material. Not as scary as people say"
University of Ottawa,Jon Houseman,BIO1130,"Dr. Houseman is a really great prof. He keeps the material interesting and he is quite entertaining. He's a great lecturer but the course is quite a lot of work. Make sure you stay on top of notes , don't fall behind. DO THE CROSSWORDS AND KEYWORDS! Review the podcasts. He tends to drop off marks on midterms to improve the class average. Good luck!"
University of Ottawa,Jon Houseman,BIO1130,"Interesting lecturer, but a rather hard grader and midterms/final is incredibly hard. 1/3 of the course (of ~1000 students) failed, with a grade under 50%. Not normal if you ask me. Lectures and podcasts help A LOT."
University of Ottawa,Jon Houseman,BIO1130,"Excellent lecturer! Assignments are infrequent and easy, just google the questions. Labs are stupid easy. Midterms/final were challenging. Do crosswords and you're good for MC + fillintheblank, but for definitions and long answer, you need to guess what key points he wants you to say. Do keywords well in advance. DO NOT PROCRASTINATE."
University of Ottawa,Jon Houseman,BIO1130,"Overall a really good prof, he's a really good lecturer and makes his lectures fun. Sometimes, he strays from the topic but other than that, a great prof! I found him somewhat picky in his marking scheme for midterms and finals but if you study hard, you can do well. Crosswords help a lot. I didn't use the textbook even once during the semester."
University of Ottawa,Jon Houseman,BIO1130,"Easily the best lecturer I've had since starting here. He's pretty arrogant (especially speaking to him one on one), but as a teacher at the front of the class he was great. Interesting lectures, material, and funny lil stories. Don't piss him off, he'll rip you a new one in front of the whole class. Textbook, crosswords, and keywords all helpful!"
University of Ottawa,Jon Houseman,BIO1130,"The best lecturer in first year, also the hardest class in first year... If you can get through this, you can get through any other first year course. Wasted $150 on the textbook, never opened it. Re-watch lectures. For midterms & final I just mastered keywords and crosswords. Midterm 1 class average: 59 Midterm 2: 54 Goodluck!"
University of Ottawa,Jon Houseman,BIO1130,"very precise and great lecturer. He can be a bit picky with tests, but nothing to worry over. Do the crosswords over again and keywords, everything will be okay."
University of Ottawa,Jon Houseman,BIO1130,"Houseman has a terrible rep at uOttawa, but I'm not really sure why. Yes, he has difficult tests and midterms and there is a lot of work to do in order to do well in the course, but that would be the case regardless of who the prof was. I found him to be quite approachable and helpful and he gives you access to everything you need to do well."
University of Ottawa,Jon Houseman,BIO1130,"The tools that he provides are quite useful. I loved that he had podcasts if you missed class. Like others said, do the keywords/crosswords. Those two things will help you greatly on the midterms/final. The concepts are not complicated and he makes the class interesting. Textbook was not used but you may need it for BIO1140."
University of Ottawa,Jon Houseman,BIO1130,A good lecturer with some really difficult midterms/finals. He rushed the material near the end though.  Read up on the material beforehand or after class or you'll be bogged down by the amount of material he goes through. He also can't spell to save his life so his keywords/crosswords have all sorts of errors.
University of Ottawa,Jon Houseman,BIO1130,"Great professor, amazing teaching tools, and can make lectures very interesting. The amount of effort he has put into the course is outstanding. Tests are tough but with the correct studying they can be done well. Don't buy the text book, not used at all."
University of Ottawa,Jon Houseman,BIO1130,"Houseman knows his biology and he can teach. Explains things well and his website is very useful. That being said, the amount of information you're required to learn takes away from the learning experience. Pure memorization. Also, he's the most anal marker you'll ever encounter!"
University of Ottawa,Jon Houseman,BIO1130,"Don't even bother asking him anything. Pretty good presenter though. Don't buy the book, nobody uses it. Such a waste."
University of Ottawa,Jon Houseman,BIO1130,"""Okay, we might as well get ourselves settled in and get started"" is all that will truly sick in your mind. Just kidding, it is a great course and Houseman does a great job explaining all the key points. Its a lot of material so it moves quickly but just do the crosswords before examples and its easy to figure out the key points to study."
University of Ottawa,Jon Houseman,BIO1130,"This guy is obsessed with bugs..Has pretty intersting lectures Def should rewatch the lectures,"
University of Ottawa,Jon Houseman,BIO1130,"HIS MIDTERMS ARE BRUTAL, BUT HIS LECTURES ARE VERY IMPORTANT."
University of Ottawa,Jon Houseman,BIO1130,"A very good lecturer, I'd say definitly go through his podcasts (it will save alot of time!!) instead of searching all over the internet for keywords (his lectures explain them well enough), also his lectures explain other concepts so podcasts are very key** make sure get everyword in class !! because his Tests are specific/difficult **"
